config,m,n,seed,algo,K_mult,cmax,lb,gap_pct,time_ms,assign_sha16
eval-m3-n30,3,30,3007,rol,2,453,453,0.000000,0.090,de9ac5e857ab9ace
eval-m3-n30,3,30,3008,lpt,,503,502,0.199203,0.017,425f18d4e0b94f64
eval-m3-n30,3,30,3008,multifit,,503,502,0.199203,0.065,c95b3eb30e13375f
eval-m3-n30,3,30,3008,lpt_ls,,502,502,0.000000,0.121,204f43bddfd080f4
eval-m3-n30,3,30,3008,rol,2,503,502,0.199203,0.078,425f18d4e0b94f64
eval-m3-n30,3,30,3009,lpt,,537,533,0.750469,0.017,1f23ea5e1d7ecd4f
eval-m3-n30,3,30,3009,multifit,,535,533,0.375235,0.056,6b4e9e8edf1e3893
eval-m3-n30,3,30,3009,lpt_ls,,533,533,0.000000,0.118,3ae8170350022cd7
eval-m3-n30,3,30,3009,rol,2,535,533,0.375235,0.087,2152f9ead2f3419b
eval-m3-n30,3,30,3010,lpt,,538,535,0.560748,0.017,87dff8ba46052bf8
eval-m3-n30,3,30,3010,multifit,,535,535,0.000000,0.061,b17c6b96f66c2e15
eval-m3-n30,3,30,3010,lpt_ls,,535,535,0.000000,0.077,fa9e33459d267a30
eval-m3-n30,3,30,3010,rol,2,535,535,0.000000,0.094,e11abfef06227300
eval-m3-n30,3,30,3011,lpt,,510,509,0.196464,0.016,544b30f9a83aa937
eval-m3-n30,3,30,3011,multifit,,509,509,0.000000,0.056,92f179c1ce3f4205
eval-m3-n30,3,30,3011,lpt_ls,,510,509,0.196464,0.071,544b30f9a83aa937
eval-m3-n30,3,30,3011,rol,2,509,509,0.000000,0.088,dddd7d98b73c20d4
eval-m3-n30,3,30,3012,lpt,,474,472,0.423729,0.016,16a44033cafd496b
eval-m3-n30,3,30,3012,multifit,,474,472,0.423729,0.055,72ae3d24b172f778
eval-m3-n30,3,30,3012,lpt_ls,,472,472,0.000000,0.084,a57693ee46f62a00
eval-m3-n30,3,30,3012,rol,2,472,472,0.000000,0.087,37a361fdd1f591c8
eval-m3-n30,3,30,3013,lpt,,464,463,0.215983,0.016,9ae32d8ff0c2c073
eval-m3-n30,3,30,3013,multifit,,464,463,0.215983,0.055,1656bd42fbbc98c2
eval-m3-n30,3,30,3013,lpt_ls,,463,463,0.000000,0.105,419e536dfcd8e0be
eval-m3-n30,3,30,3013,rol,2,463,463,0.000000,0.087,336a8e31e1d8f3e8
eval-m3-n30,3,30,3014,lpt,,409,409,0.000000,0.017,5ff30cb0d48e13ae
eval-m3-n30,3,30,3014,multifit,,409,409,0.000000,0.056,b699321e97f90696
eval-m3-n30,3,30,3014,lpt_ls,,409,409,0.000000,0.068,5ff30cb0d48e13ae
eval-m3-n30,3,30,3014,rol,2,409,409,0.000000,0.091,5ff30cb0d48e13ae
eval-m3-n30,3,30,3015,lpt,,480,479,0.208768,0.017,0bdb225ab1f72a96
eval-m3-n30,3,30,3015,multifit,,480,479,0.208768,0.056,e7627949df935262
eval-m3-n30,3,30,3015,lpt_ls,,479,479,0.000000,0.099,990a86c806ccc97f
eval-m3-n30,3,30,3015,rol,2,479,479,0.000000,0.092,ce6fc6cc55ed4e5e
eval-m3-n30,3,30,3016,lpt,,521,520,0.192308,0.016,e9651852133f333f
eval-m3-n30,3,30,3016,multifit,,520,520,0.000000,0.061,c299cb101322b9e6
eval-m3-n30,3,30,3016,lpt_ls,,521,520,0.192308,0.069,e9651852133f333f
eval-m3-n30,3,30,3016,rol,2,521,520,0.192308,0.090,e9651852133f333f
eval-m3-n30,3,30,3017,lpt,,540,535,0.934579,0.016,dea62b3988210a5d
eval-m3-n30,3,30,3017,multifit,,536,535,0.186916,0.059,c3e22916133acd3b
eval-m3-n30,3,30,3017,lpt_ls,,536,535,0.186916,0.095,66503be46a479816
eval-m3-n30,3,30,3017,rol,2,540,535,0.934579,0.088,dea62b3988210a5d
eval-m3-n30,3,30,3018,lpt,,499,498,0.200803,0.016,043ec724fcbfea64
eval-m3-n30,3,30,3018,multifit,,498,498,0.000000,0.055,282474f92c27c94d
eval-m3-n30,3,30,3018,lpt_ls,,498,498,0.000000,0.079,54dcf284d0c7a836
eval-m3-n30,3,30,3018,rol,2,498,498,0.000000,0.081,ba185519d78760b4
eval-m3-n30,3,30,3019,lpt,,522,519,0.578035,0.016,da4fd231354fdb4e
eval-m3-n30,3,30,3019,multifit,,520,519,0.192678,0.059,405852c0a8096aa8
eval-m3-n30,3,30,3019,lpt_ls,,519,519,0.000000,0.115,983547d623835b0e
eval-m3-n30,3,30,3019,rol,2,522,519,0.578035,0.090,da4fd231354fdb4e
eval-m3-n30,3,30,3020,lpt,,361,360,0.277778,0.016,4da236d2643bcf1b
eval-m3-n30,3,30,3020,multifit,,361,360,0.277778,0.057,2180844f531c1fed
eval-m3-n30,3,30,3020,lpt_ls,,361,360,0.277778,0.049,4da236d2643bcf1b
eval-m3-n30,3,30,3020,rol,2,360,360,0.000000,0.079,3f445000a71d28eb
eval-m3-n30,3,30,3021,lpt,,491,491,0.000000,0.016,5b9bff65e1472c7c
eval-m3-n30,3,30,3021,multifit,,491,491,0.000000,0.056,9ac10593cde030ab
eval-m3-n30,3,30,3021,lpt_ls,,491,491,0.000000,0.090,5b9bff65e1472c7c
eval-m3-n30,3,30,3021,rol,2,491,491,0.000000,0.087,5b9bff65e1472c7c
eval-m3-n30,3,30,3022,lpt,,538,536,0.373134,0.016,1dcdd72c15e15fbe
eval-m3-n30,3,30,3022,multifit,,536,536,0.000000,0.061,989efb76fa244a53
eval-m3-n30,3,30,3022,lpt_ls,,536,536,0.000000,0.127,9be0f41f56e16267
eval-m3-n30,3,30,3022,rol,2,538,536,0.373134,0.090,1dcdd72c15e15fbe
eval-m3-n30,3,30,3023,lpt,,453,452,0.221239,0.016,984bdf1d145d9a17
eval-m3-n30,3,30,3023,multifit,,453,452,0.221239,0.057,da8540f26667ca2c
eval-m3-n30,3,30,3023,lpt_ls,,453,452,0.221239,0.051,984bdf1d145d9a17
eval-m3-n30,3,30,3023,rol,2,453,452,0.221239,0.082,984bdf1d145d9a17
eval-m3-n30,3,30,3024,lpt,,469,468,0.213675,0.016,7b67ef7a358a50b5
eval-m3-n30,3,30,3024,multifit,,469,468,0.213675,0.059,69c74a7bbbbb4c50
eval-m3-n30,3,30,3024,lpt_ls,,468,468,0.000000,0.099,a02c353b545d37ff
eval-m3-n30,3,30,3024,rol,2,469,468,0.213675,0.093,7b67ef7a358a50b5
eval-m3-n30,3,30,3025,lpt,,442,442,0.000000,0.017,ef9be93fbf7e81dc
eval-m3-n30,3,30,3025,multifit,,442,442,0.000000,0.059,ba5e1b4fe1537eed
eval-m3-n30,3,30,3025,lpt_ls,,442,442,0.000000,0.076,ef9be93fbf7e81dc
eval-m3-n30,3,30,3025,rol,2,442,442,0.000000,0.092,ef9be93fbf7e81dc
eval-m3-n30,3,30,3026,lpt,,433,432,0.231481,0.018,07dc6e97a6337f11
eval-m3-n30,3,30,3026,multifit,,435,432,0.694444,0.057,8e8279f41aeee258
eval-m3-n30,3,30,3026,lpt_ls,,433,432,0.231481,0.071,07dc6e97a6337f11
eval-m3-n30,3,30,3026,rol,2,433,432,0.231481,0.093,07dc6e97a6337f11
eval-m3-n30,3,30,3027,lpt,,557,555,0.360360,0.016,9fcb08996ba4486f
eval-m3-n30,3,30,3027,multifit,,556,555,0.180180,0.060,48d40a3a0640f853
eval-m3-n30,3,30,3027,lpt_ls,,556,555,0.180180,0.097,bfe3f9cc2686fe11
eval-m3-n30,3,30,3027,rol,2,556,555,0.180180,0.086,f02daa7a3f801a1b
eval-m3-n30,3,30,3028,lpt,,478,477,0.209644,0.017,7aa33ad910e313d7
eval-m3-n30,3,30,3028,multifit,,479,477,0.419287,0.056,422e014360f443b9
eval-m3-n30,3,30,3028,lpt_ls,,478,477,0.209644,0.069,7aa33ad910e313d7
eval-m3-n30,3,30,3028,rol,2,478,477,0.209644,0.090,7aa33ad910e313d7
eval-m3-n30,3,30,3029,lpt,,457,455,0.439560,0.017,172dd1e834c9dd34
eval-m3-n30,3,30,3029,multifit,,456,455,0.219780,0.059,f8dae7a57db48ae6
eval-m3-n30,3,30,3029,lpt_ls,,456,455,0.219780,0.109,e85bfd1c77cd164f
eval-m3-n30,3,30,3029,rol,2,455,455,0.000000,0.085,4fcf00c21b35372f
eval-m3-n50,3,50,3000,lpt,,778,777,0.128700,0.024,504f58c9f01e6779
eval-m3-n50,3,50,3000,multifit,,778,777,0.128700,0.099,6ec49737de8c9003
eval-m3-n50,3,50,3000,lpt_ls,,777,777,0.000000,0.152,b0c0b8cf25e9f545
eval-m3-n50,3,50,3000,rol,2,778,777,0.128700,0.118,504f58c9f01e6779
eval-m3-n50,3,50,3001,lpt,,906,905,0.110497,0.023,e8eb239b3a4c7b9e
eval-m3-n50,3,50,3001,multifit,,906,905,0.110497,0.094,aa67a8fad8f9d609
eval-m3-n50,3,50,3001,lpt_ls,,905,905,0.000000,0.121,b1109b421f84f11a
eval-m3-n50,3,50,3001,rol,2,906,905,0.110497,0.136,e8eb239b3a4c7b9e
eval-m3-n50,3,50,3002,lpt,,752,751,0.133156,0.023,5d3e0a936c3ae8ec
eval-m3-n50,3,50,3002,multifit,,751,751,0.000000,0.095,63f2495ab9b0405b
eval-m3-n50,3,50,3002,lpt_ls,,751,751,0.000000,0.124,cf3f436ac1a7b8db
eval-m3-n50,3,50,3002,rol,2,751,751,0.000000,0.147,5e839e24f0906979
eval-m3-n50,3,50,3003,lpt,,803,800,0.375000,0.023,5b9c07175f952f32
eval-m3-n50,3,50,3003,multifit,,800,800,0.000000,0.102,e69bacf0a2b5e22d
eval-m3-n50,3,50,3003,lpt_ls,,801,800,0.125000,0.123,a51edac722381f6c
eval-m3-n50,3,50,3003,rol,2,803,800,0.375000,0.119,5b9c07175f952f32
eval-m3-n50,3,50,3004,lpt,,867,865,0.231214,0.023,e2acdfb1d402834a
eval-m3-n50,3,50,3004,multifit,,865,865,0.000000,0.092,806935468a7a874a
eval-m3-n50,3,50,3004,lpt_ls,,865,865,0.000000,0.117,ffbe3c8377cc5ccc
eval-m3-n50,3,50,3004,rol,2,867,865,0.231214,0.117,e2acdfb1d402834a
eval-m3-n50,3,50,3005,lpt,,912,910,0.219780,0.023,07249cb818548e24
eval-m3-n50,3,50,3005,multifit,,911,910,0.109890,0.096,8bb2efd064d73e05
eval-m3-n50,3,50,3005,lpt_ls,,910,910,0.000000,0.174,9ea791bd1c85a846
eval-m3-n50,3,50,3005,rol,2,912,910,0.219780,0.126,07249cb818548e24
eval-m3-n50,3,50,3006,lpt,,825,825,0.000000,0.023,f387bb135f748a19
eval-m3-n50,3,50,3006,multifit,,825,825,0.000000,0.092,d6b198790c091682
eval-m3-n50,3,50,3006,lpt_ls,,825,825,0.000000,0.063,f387bb135f748a19
eval-m3-n50,3,50,3006,rol,2,825,825,0.000000,0.135,f387bb135f748a19
eval-m3-n50,3,50,3007,lpt,,737,736,0.135870,0.023,df99eef15211ac9c
eval-m3-n50,3,50,3007,multifit,,737,736,0.135870,0.101,b60e7023c358bcbb
eval-m3-n50,3,50,3007,lpt_ls,,736,736,0.000000,0.118,e587caffa7734113
eval-m3-n50,3,50,3007,rol,2,737,736,0.135870,0.139,df99eef15211ac9c
eval-m3-n50,3,50,3008,lpt,,808,807,0.123916,0.023,7d26240242d1d249
eval-m3-n50,3,50,3008,multifit,,807,807,0.000000,0.095,84c8dc4426ad3133
eval-m3-n50,3,50,3008,lpt_ls,,807,807,0.000000,0.116,2376f2318b8e7e6b
eval-m3-n50,3,50,3008,rol,2,808,807,0.123916,0.139,7d26240242d1d249
eval-m3-n50,3,50,3009,lpt,,835,834,0.119904,0.024,ab83606e4133ab94
eval-m3-n50,3,50,3009,multifit,,835,834,0.119904,0.095,6bb902b5cf414826
eval-m3-n50,3,50,3009,lpt_ls,,834,834,0.000000,0.120,5682f7ba068d07ec
eval-m3-n50,3,50,3009,rol,2,835,834,0.119904,0.140,ab83606e4133ab94
eval-m3-n50,3,50,3010,lpt,,939,938,0.106610,0.023,62960b1b3b9ba938
eval-m3-n50,3,50,3010,multifit,,939,938,0.106610,0.095,9e1674e67926ee00
eval-m3-n50,3,50,3010,lpt_ls,,938,938,0.000000,0.094,c4bfb82bf76caedc
eval-m3-n50,3,50,3010,rol,2,939,938,0.106610,0.148,62960b1b3b9ba938
eval-m3-n50,3,50,3011,lpt,,866,866,0.000000,0.029,ff3d06f91c7c8e56
eval-m3-n50,3,50,3011,multifit,,866,866,0.000000,0.094,7efff10db139528c
eval-m3-n50,3,50,3011,lpt_ls,,866,866,0.000000,0.062,ff3d06f91c7c8e56
eval-m3-n50,3,50,3011,rol,2,866,866,0.000000,0.112,ff3d06f91c7c8e56
eval-m3-n50,3,50,3012,lpt,,848,848,0.000000,0.024,c245e3e4338de181
eval-m3-n50,3,50,3012,multifit,,848,848,0.000000,0.093,ed203a8b354056e3
eval-m3-n50,3,50,3012,lpt_ls,,848,848,0.000000,0.070,c245e3e4338de181
eval-m3-n50,3,50,3012,rol,2,848,848,0.000000,0.152,c245e3e4338de181
eval-m3-n50,3,50,3013,lpt,,874,871,0.344432,0.024,853a1c68bd461bb3
eval-m3-n50,3,50,3013,multifit,,872,871,0.114811,0.096,73b356df9cfccbb5
eval-m3-n50,3,50,3013,lpt_ls,,871,871,0.000000,0.180,99db46d359148737
eval-m3-n50,3,50,3013,rol,2,874,871,0.344432,0.147,853a1c68bd461bb3
eval-m3-n50,3,50,3014,lpt,,780,780,0.000000,0.023,69f55938e24c14b0
eval-m3-n50,3,50,3014,multifit,,780,780,0.000000,0.091,65f7b662ba73fabe
eval-m3-n50,3,50,3014,lpt_ls,,780,780,0.000000,0.086,69f55938e24c14b0
eval-m3-n50,3,50,3014,rol,2,780,780,0.000000,0.145,69f55938e24c14b0
eval-m3-n50,3,50,3015,lpt,,783,783,0.000000,0.029,ca2fc51248f11384
eval-m3-n50,3,50,3015,multifit,,783,783,0.000000,0.094,84dbe742b37dacd0
eval-m3-n50,3,50,3015,lpt_ls,,783,783,0.000000,0.086,ca2fc51248f11384
eval-m3-n50,3,50,3015,rol,2,783,783,0.000000,0.149,ca2fc51248f11384
eval-m3-n50,3,50,3016,lpt,,827,826,0.121065,0.024,b9defaf54e9a95a4
eval-m3-n50,3,50,3016,multifit,,826,826,0.000000,0.094,b30d86ad7201f639
eval-m3-n50,3,50,3016,lpt_ls,,826,826,0.000000,0.129,64f32df56d34c339
eval-m3-n50,3,50,3016,rol,2,827,826,0.121065,0.148,b9defaf54e9a95a4
eval-m3-n50,3,50,3017,lpt,,822,822,0.000000,0.023,6fa5f35409ff7c0b
eval-m3-n50,3,50,3017,multifit,,822,822,0.000000,0.094,738f8facf7e4fddb
eval-m3-n50,3,50,3017,lpt_ls,,822,822,0.000000,0.085,6fa5f35409ff7c0b
eval-m3-n50,3,50,3017,rol,2,822,822,0.000000,0.112,6fa5f35409ff7c0b
eval-m3-n50,3,50,3018,lpt,,956,955,0.104712,0.022,2fb0b8296e7df80c
eval-m3-n50,3,50,3018,multifit,,956,955,0.104712,0.094,9689641f38148f97
eval-m3-n50,3,50,3018,lpt_ls,,956,955,0.104712,0.084,2fb0b8296e7df80c
eval-m3-n50,3,50,3018,rol,2,956,955,0.104712,0.147,2fb0b8296e7df80c
eval-m3-n50,3,50,3019,lpt,,824,822,0.243309,0.022,7a6a6345e277e926
eval-m3-n50,3,50,3019,multifit,,822,822,0.000000,0.099,49cdc6b0da8052b4
eval-m3-n50,3,50,3019,lpt_ls,,822,822,0.000000,0.146,89b0c55d9182e747
eval-m3-n50,3,50,3019,rol,2,824,822,0.243309,0.144,7a6a6345e277e926
eval-m3-n50,3,50,3020,lpt,,677,676,0.147929,0.023,b6e911ffbd7785d2
eval-m3-n50,3,50,3020,multifit,,676,676,0.000000,0.094,662f723c63f8a78b
eval-m3-n50,3,50,3020,lpt_ls,,676,676,0.000000,0.141,4e3a422ab6bdefca
eval-m3-n50,3,50,3020,rol,2,677,676,0.147929,0.138,b6e911ffbd7785d2
eval-m3-n50,3,50,3021,lpt,,826,826,0.000000,0.023,ade948ff3f46aa27
eval-m3-n50,3,50,3021,multifit,,826,826,0.000000,0.093,7c66af9bfe7730eb
eval-m3-n50,3,50,3021,lpt_ls,,826,826,0.000000,0.083,ade948ff3f46aa27
eval-m3-n50,3,50,3021,rol,2,826,826,0.000000,0.144,ade948ff3f46aa27
eval-m3-n50,3,50,3022,lpt,,843,841,0.237812,0.023,891cb8f99dec9499
eval-m3-n50,3,50,3022,multifit,,842,841,0.118906,0.093,b5a775df199a9550
eval-m3-n50,3,50,3022,lpt_ls,,841,841,0.000000,0.132,a92c3832f3476736
eval-m3-n50,3,50,3022,rol,2,843,841,0.237812,0.152,891cb8f99dec9499
eval-m3-n50,3,50,3023,lpt,,804,803,0.124533,0.030,d030df2d6f8c2332
eval-m3-n50,3,50,3023,multifit,,804,803,0.124533,0.100,b64b4f5745d832c7
eval-m3-n50,3,50,3023,lpt_ls,,803,803,0.000000,0.135,4f817a1c0cd81e07
eval-m3-n50,3,50,3023,rol,2,804,803,0.124533,0.166,d030df2d6f8c2332
eval-m3-n50,3,50,3024,lpt,,763,762,0.131234,0.027,783b303f24c2a88c
eval-m3-n50,3,50,3024,multifit,,763,762,0.131234,0.095,c765d3c2dd00dd30
eval-m3-n50,3,50,3024,lpt_ls,,762,762,0.000000,0.110,f1ae597acb7bfd02
eval-m3-n50,3,50,3024,rol,2,763,762,0.131234,0.142,783b303f24c2a88c
eval-m3-n50,3,50,3025,lpt,,834,834,0.000000,0.024,bc198a11180df711
eval-m3-n50,3,50,3025,multifit,,834,834,0.000000,0.094,5fbf8853b2ccda4b
eval-m3-n50,3,50,3025,lpt_ls,,834,834,0.000000,0.087,bc198a11180df711
eval-m3-n50,3,50,3025,rol,2,834,834,0.000000,0.149,bc198a11180df711
eval-m3-n50,3,50,3026,lpt,,836,834,0.239808,0.023,111a7f9c079856a3
eval-m3-n50,3,50,3026,multifit,,836,834,0.239808,0.094,d8c8a38473f29ccd
eval-m3-n50,3,50,3026,lpt_ls,,834,834,0.000000,0.120,9e2fa9a3744d5c30
eval-m3-n50,3,50,3026,rol,2,836,834,0.239808,0.137,111a7f9c079856a3
eval-m3-n50,3,50,3027,lpt,,914,914,0.000000,0.024,fa2a495670cf69d8
eval-m3-n50,3,50,3027,multifit,,914,914,0.000000,0.093,56acaad5c5541fa0
eval-m3-n50,3,50,3027,lpt_ls,,914,914,0.000000,0.141,fa2a495670cf69d8
eval-m3-n50,3,50,3027,rol,2,914,914,0.000000,0.123,fa2a495670cf69d8
eval-m3-n50,3,50,3028,lpt,,809,805,0.496894,0.030,96edc669b55a3912
eval-m3-n50,3,50,3028,multifit,,805,805,0.000000,0.100,de3dd69f29413fa3
eval-m3-n50,3,50,3028,lpt_ls,,806,805,0.124224,0.180,fb1b25300fa2b963
eval-m3-n50,3,50,3028,rol,2,808,805,0.372671,0.154,6b3b4af554a5d3c9
eval-m3-n50,3,50,3029,lpt,,783,782,0.127877,0.026,095c7ff76fcab8a5
eval-m3-n50,3,50,3029,multifit,,782,782,0.000000,0.098,9f6f407c7befb04a
eval-m3-n50,3,50,3029,lpt_ls,,782,782,0.000000,0.102,2fb4d896ef3b51b4
eval-m3-n50,3,50,3029,rol,2,783,782,0.127877,0.127,095c7ff76fcab8a5
eval-m3-n100,3,100,3000,lpt,,1649,1649,0.000000,0.042,ad61da0cf19a3ab7
eval-m3-n100,3,100,3000,multifit,,1649,1649,0.000000,0.189,6e0b614c029d4cba
eval-m3-n100,3,100,3000,lpt_ls,,1649,1649,0.000000,0.176,ad61da0cf19a3ab7
eval-m3-n100,3,100,3000,rol,2,1649,1649,0.000000,0.270,ad61da0cf19a3ab7
eval-m3-n100,3,100,3001,lpt,,1677,1677,0.000000,0.042,6a853937f08418ff
eval-m3-n100,3,100,3001,multifit,,1677,1677,0.000000,0.190,392b19e4d49dacf2
eval-m3-n100,3,100,3001,lpt_ls,,1677,1677,0.000000,0.125,6a853937f08418ff
eval-m3-n100,3,100,3001,rol,2,1677,1677,0.000000,0.286,6a853937f08418ff
eval-m3-n100,3,100,3002,lpt,,1502,1502,0.000000,0.045,ffb04ffb35946197
eval-m3-n100,3,100,3002,multifit,,1502,1502,0.000000,0.194,d192787be7aa5194
eval-m3-n100,3,100,3002,lpt_ls,,1502,1502,0.000000,0.163,ffb04ffb35946197
eval-m3-n100,3,100,3002,rol,2,1502,1502,0.000000,0.229,ffb04ffb35946197
eval-m3-n100,3,100,3003,lpt,,1681,1680,0.059524,0.043,34c3dd018cb724b7
eval-m3-n100,3,100,3003,multifit,,1680,1680,0.000000,0.203,431b7279df4e020c
eval-m3-n100,3,100,3003,lpt_ls,,1680,1680,0.000000,0.168,7afb25fe4e616bc8
eval-m3-n100,3,100,3003,rol,2,1681,1680,0.059524,0.222,34c3dd018cb724b7
eval-m3-n100,3,100,3004,lpt,,1861,1860,0.053763,0.044,fecc8580f9e89ab8
eval-m3-n100,3,100,3004,multifit,,1860,1860,0.000000,0.198,b9d4f2f5f6dae1f7
eval-m3-n100,3,100,3004,lpt_ls,,1861,1860,0.053763,0.128,fecc8580f9e89ab8
eval-m3-n100,3,100,3004,rol,2,1861,1860,0.053763,0.229,fecc8580f9e89ab8
eval-m3-n100,3,100,3005,lpt,,1739,1738,0.057537,0.040,d7d5cc02fcbb7020
eval-m3-n100,3,100,3005,multifit,,1738,1738,0.000000,0.198,83c0bb52e8ccab45
eval-m3-n100,3,100,3005,lpt_ls,,1738,1738,0.000000,0.165,6e38c816af5a251a
eval-m3-n100,3,100,3005,rol,2,1739,1738,0.057537,0.243,d7d5cc02fcbb7020
eval-m3-n100,3,100,3006,lpt,,1712,1712,0.000000,0.042,f7422a50f621f431
eval-m3-n100,3,100,3006,multifit,,1713,1712,0.058411,0.221,4213ae617600906e
eval-m3-n100,3,100,3006,lpt_ls,,1712,1712,0.000000,0.179,f7422a50f621f431
eval-m3-n100,3,100,3006,rol,2,1712,1712,0.000000,0.290,f7422a50f621f431
eval-m3-n100,3,100,3007,lpt,,1438,1438,0.000000,0.041,5bf139e4a9ea069a
eval-m3-n100,3,100,3007,multifit,,1438,1438,0.000000,0.190,eb103517add1cb9a
eval-m3-n100,3,100,3007,lpt_ls,,1438,1438,0.000000,0.091,5bf139e4a9ea069a
eval-m3-n100,3,100,3007,rol,2,1438,1438,0.000000,0.288,5bf139e4a9ea069a
eval-m3-n100,3,100,3008,lpt,,1665,1664,0.060096,0.040,bea2574e12ba6de3
eval-m3-n100,3,100,3008,multifit,,1664,1664,0.000000,0.197,748b9aa830566f65
eval-m3-n100,3,100,3008,lpt_ls,,1664,1664,0.000000,0.161,3e64f511ca4cf4bd
eval-m3-n100,3,100,3008,rol,2,1665,1664,0.060096,0.275,bea2574e12ba6de3
eval-m3-n100,3,100,3009,lpt,,1732,1732,0.000000,0.038,20baf36ce98c2184
eval-m3-n100,3,100,3009,multifit,,1732,1732,0.000000,0.188,c067b5426d39c3f2
eval-m3-n100,3,100,3009,lpt_ls,,1732,1732,0.000000,0.117,20baf36ce98c2184
eval-m3-n100,3,100,3009,rol,2,1732,1732,0.000000,0.229,20baf36ce98c2184
eval-m3-n100,3,100,3010,lpt,,1843,1842,0.054289,0.040,c8eaa4dcccb480c3
eval-m3-n100,3,100,3010,multifit,,1842,1842,0.000000,0.188,0a1dd803d2bc985c
eval-m3-n100,3,100,3010,lpt_ls,,1842,1842,0.000000,0.188,27b50649417b0f3a
eval-m3-n100,3,100,3010,rol,2,1843,1842,0.054289,0.265,c8eaa4dcccb480c3
eval-m3-n100,3,100,3011,lpt,,1608,1608,0.000000,0.040,b093393103107e1c
eval-m3-n100,3,100,3011,multifit,,1608,1608,0.000000,0.194,802110be35aea425
eval-m3-n100,3,100,3011,lpt_ls,,1608,1608,0.000000,0.090,b093393103107e1c
eval-m3-n100,3,100,3011,rol,2,1608,1608,0.000000,0.273,b093393103107e1c
eval-m3-n100,3,100,3012,lpt,,1655,1655,0.000000,0.039,a5f96a644e8f91ce
eval-m3-n100,3,100,3012,multifit,,1655,1655,0.000000,0.192,8ecb7e7d7226310c
eval-m3-n100,3,100,3012,lpt_ls,,1655,1655,0.000000,0.116,a5f96a644e8f91ce
eval-m3-n100,3,100,3012,rol,2,1655,1655,0.000000,0.255,a5f96a644e8f91ce
eval-m3-n100,3,100,3013,lpt,,1583,1583,0.000000,0.040,5f2889c137ce18d4
eval-m3-n100,3,100,3013,multifit,,1583,1583,0.000000,0.198,d1342f2224a4ac65
eval-m3-n100,3,100,3013,lpt_ls,,1583,1583,0.000000,0.149,5f2889c137ce18d4
eval-m3-n100,3,100,3013,rol,2,1583,1583,0.000000,0.240,5f2889c137ce18d4
eval-m3-n100,3,100,3014,lpt,,1574,1574,0.000000,0.040,802d3bd152406c23
eval-m3-n100,3,100,3014,multifit,,1574,1574,0.000000,0.194,6a8c421d6ab479cc
eval-m3-n100,3,100,3014,lpt_ls,,1574,1574,0.000000,0.089,802d3bd152406c23
eval-m3-n100,3,100,3014,rol,2,1574,1574,0.000000,0.237,802d3bd152406c23
eval-m3-n100,3,100,3015,lpt,,1615,1615,0.000000,0.039,aa121fb02f1ad698
eval-m3-n100,3,100,3015,multifit,,1615,1615,0.000000,0.190,c03d03fba70d0962
eval-m3-n100,3,100,3015,lpt_ls,,1615,1615,0.000000,0.089,aa121fb02f1ad698
eval-m3-n100,3,100,3015,rol,2,1615,1615,0.000000,0.260,aa121fb02f1ad698
eval-m3-n100,3,100,3016,lpt,,1560,1560,0.000000,0.040,70ea4ef91992fe99
eval-m3-n100,3,100,3016,multifit,,1560,1560,0.000000,0.191,67f2896740d42c77
eval-m3-n100,3,100,3016,lpt_ls,,1560,1560,0.000000,0.116,70ea4ef91992fe99
eval-m3-n100,3,100,3016,rol,2,1560,1560,0.000000,0.270,70ea4ef91992fe99
eval-m3-n100,3,100,3017,lpt,,1719,1719,0.000000,0.040,2d755666f3aaa2e0
eval-m3-n100,3,100,3017,multifit,,1719,1719,0.000000,0.192,770da5b131c3b221
eval-m3-n100,3,100,3017,lpt_ls,,1719,1719,0.000000,0.151,2d755666f3aaa2e0
eval-m3-n100,3,100,3017,rol,2,1719,1719,0.000000,0.271,2d755666f3aaa2e0
eval-m3-n100,3,100,3018,lpt,,1761,1760,0.056818,0.067,61c905d556b8008d
eval-m3-n100,3,100,3018,multifit,,1760,1760,0.000000,0.291,470843e249220f74
eval-m3-n100,3,100,3018,lpt_ls,,1760,1760,0.000000,0.198,0b1e9d2b5e46496b
eval-m3-n100,3,100,3018,rol,2,1761,1760,0.056818,0.279,61c905d556b8008d
eval-m3-n100,3,100,3019,lpt,,1701,1701,0.000000,0.044,62da0a5b8f700da9
eval-m3-n100,3,100,3019,multifit,,1701,1701,0.000000,0.191,5066bb62ea3286fc
eval-m3-n100,3,100,3019,lpt_ls,,1701,1701,0.000000,0.131,62da0a5b8f700da9
eval-m3-n100,3,100,3019,rol,2,1701,1701,0.000000,0.284,62da0a5b8f700da9
eval-m3-n100,3,100,3020,lpt,,1555,1555,0.000000,0.041,0e2430e83abb2468
eval-m3-n100,3,100,3020,multifit,,1555,1555,0.000000,0.192,f7abbe31c112d346
eval-m3-n100,3,100,3020,lpt_ls,,1555,1555,0.000000,0.250,0e2430e83abb2468
eval-m3-n100,3,100,3020,rol,2,1555,1555,0.000000,0.227,0e2430e83abb2468
eval-m3-n100,3,100,3021,lpt,,1707,1706,0.058617,0.042,cfd722556d2dc0c9
eval-m3-n100,3,100,3021,multifit,,1706,1706,0.000000,0.193,9627632d3aa8860e
eval-m3-n100,3,100,3021,lpt_ls,,1706,1706,0.000000,0.160,77ac2fdac5391252
